Entry,Entryname,Status,Proteinnames,Genenames,Organism,Length,ECnumber,Geneontology,Crossreference
A0A5C2GHA5,A0A5C2GHA5_HUMAN,unreviewed,IG c447_heavy_IGHV3-53_IGHD5-12_IGHJ2 (Fragment),Homo sapiens (Human),123,,,,
Q53YM3,Q53YM3_HUMAN,unreviewed,"E2F transcription factor 6, isoform CRA_d (E2F6 splice variant c) (E2F6 splice variant d) (E2F6 splice variant e) (cDNA FLJ38878 fis, clone MESAN2015365, highly similar to TRANSCRIPTION FACTOR E2F6)",Homo sapiens (Human),206,E2F6 hCG_1989492,,nucleoplasm [GO:0005654]; transcription factor complex [GO:0005667]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983],IPR015633;IPR037241;IPR032198;IPR003316;IPR015635;IPR036388;IPR036390;
A0A5C2G6A6,A0A5C2G6A6_HUMAN,unreviewed,IGL c1943_light_IGKV4-1_IGKJ4 (Fragment),Homo sapiens (Human),113,,,,
A0A5C2GPV9,A0A5C2GPV9_HUMAN,unreviewed,IG c1372_heavy_IGHV3-23_IGHD2-15_IGHJ3 (Fragment),Homo sapiens (Human),119,,,,
A0A059QNU0,A0A059QNU0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2),Homo sapiens (Human),459,ND4,7.1.1.2,"integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",IPR000260;IPR010227;IPR003918;IPR001750;
A0A5C2G3Q1,A0A5C2G3Q1_HUMAN,unreviewed,IGL c3921_light_IGLV1-51_IGLJ2 (Fragment),Homo sapiens (Human),110,,,,
A0A5C2G5T8,A0A5C2G5T8_HUMAN,unreviewed,IGH c319_heavy__IGHV3-43_IGHD7-27_IGHJ6 (Fragment),Homo sapiens (Human),124,,,,
A0A5C2GK33,A0A5C2GK33_HUMAN,unreviewed,IG c928_heavy_IGHV4-31_IGHD6-19_IGHJ4 (Fragment),Homo sapiens (Human),125,,,,
A0A5C2GAN0,A0A5C2GAN0_HUMAN,unreviewed,IGH c275_heavy__IGHV4-61_IGHD1-26_IGHJ5 (Fragment),Homo sapiens (Human),121,,,,
A0A140VK54,A0A140VK54_HUMAN,unreviewed,Testicular secretory protein Li 54,Homo sapiens (Human),424,,,cleavage furrow [GO:0032154]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; negative regulation of neuron apoptotic process [GO:0043524]; protein deubiquitination [GO:0016579],IPR000555;IPR037518;IPR015063;
A0A5C2GB34,A0A5C2GB34_HUMAN,unreviewed,IGH c445_heavy__IGHV3-11_IGHD6-13_IGHJ4 (Fragment),Homo sapiens (Human),119,,,,
U3KQ56,U3KQ56_HUMAN,unreviewed,Glyoxylate reductase/hydroxypyruvate reductase,Homo sapiens (Human),358,GRHPR,,"NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",IPR006139;IPR029753;IPR006140;IPR036291;
A0A5C2G9Z3,A0A5C2G9Z3_HUMAN,unreviewed,IGH + IGL c543_heavy_IGHV4-59_IGHD2-15_IGHJ3 (Fragment),Homo sapiens (Human),120,,,,
A0A583ZB90,A0A583ZB90_HUMAN,unreviewed,MHC Class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
S5NHW2,S5NHW2_HUMAN,unreviewed,Cytochrome b,Homo sapiens (Human),380,CYTB,,"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",IPR005798;IPR036150;IPR005797;IPR027387;IPR030689;IPR016174;
Q6IAU3,Q6IAU3_HUMAN,unreviewed,"BTG family, member 3, isoform CRA_b (BTG3 protein) (cDNA FLJ75072, highly similar to Homo sapiens BTG family, member 3 (BTG3), mRNA)",Homo sapiens (Human),252,BTG3 hCG_401161,,,IPR002087;IPR036054;
K7EMR3,K7EMR3_HUMAN,unreviewed,Methyltransferase-like protein 23,Homo sapiens (Human),79,METTL23,,,IPR019410;
E5RFP4,E5RFP4_HUMAN,unreviewed,RNA-binding protein with multiple-splicing,Homo sapiens (Human),115,RBPMS,,cytosol [GO:0005829]; nucleoplasm [GO:0005654],
Q85KW3,Q85KW3_HUMAN,unreviewed,Cytochrome b,Homo sapiens (Human),378,cytb CYTB,,"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",IPR005798;IPR036150;IPR005797;IPR027387;IPR030689;IPR016174;
F8W912,F8W912_HUMAN,unreviewed,Coiled-coil domain-containing protein 125,Homo sapiens (Human),312,CCDC125,,regulation of cell motility [GO:2000145],IPR034608;
B5LZ23,B5LZ23_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A5C2GNB5,A0A5C2GNB5_HUMAN,unreviewed,IG c942_heavy_IGHV3-23_IGHD3-3_IGHJ4 (Fragment),Homo sapiens (Human),124,,,,
M9P8J2,M9P8J2_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A024RAP9,A0A024RAP9_HUMAN,unreviewed,"HCG2009644, isoform CRA_a",Homo sapiens (Human),158,hCG_2009644,,integral component of membrane [GO:0016021],IPR016186;IPR016187;
Q5NV79,Q5NV79_HUMAN,unreviewed,V5-4 protein (Fragment),Homo sapiens (Human),99,V5-4,,"extracellular region [GO:0005576]; complement activation [GO:0006956]; complement activation, classical pathway [GO:0006958]; Fc-epsilon receptor signaling pathway [GO:0038095]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; leukocyte migration [GO:0050900]; receptor-mediated endocytosis [GO:0006898]; regulation of complement activation [GO:0030449]; regulation of immune response [GO:0050776]",IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
F2VYK8,F2VYK8_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A4V0NP54,A0A4V0NP54_HUMAN,unreviewed,MHC class I antigen,Homo sapiens (Human),365,HLA-A,,integral component of membrane [GO:0016021]; MHC class I protein complex [GO:0042612]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;
A0A343VDE0,A0A343VDE0_HUMAN,unreviewed,ATP synthase subunit a,Homo sapiens (Human),226,ATP6,,"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton transmembrane transporter activity [GO:0015078]; ATP synthesis coupled proton transport [GO:0015986]",IPR000568;IPR023011;IPR035908;
A0A2R8Y6Y5,A0A2R8Y6Y5_HUMAN,unreviewed,Epsilon-sarcoglycan (Fragment),Homo sapiens (Human),324,SGCE,,integral component of membrane [GO:0016021]; sarcoglycan complex [GO:0016012],IPR006644;IPR008908;IPR030775;
E7ES60,E7ES60_HUMAN,unreviewed,"Ras-related protein Rab-34, isoform NARR",Homo sapiens (Human),268,RAB34,,GTP binding [GO:0005525]; GTPase activity [GO:0003924],IPR027417;IPR005225;IPR001806;
A6QRJ0,A6QRJ0_HUMAN,unreviewed,Deoxyribonuclease-1-like 1 (Fragment),Homo sapiens (Human),208,DNASE1L1,,deoxyribonuclease activity [GO:0004536]; DNA catabolic process [GO:0006308],IPR018057;IPR016202;IPR033125;IPR036691;IPR005135;
A0A5C2GGY9,A0A5C2GGY9_HUMAN,unreviewed,IG c538_heavy_IGHV3-33_IGHD2-2_IGHJ3 (Fragment),Homo sapiens (Human),123,,,,
Q99482,Q99482_HUMAN,unreviewed,Glycosyltransferase (Fragment),Homo sapiens (Human),159,ABO,,"membrane [GO:0016020]; transferase activity, transferring hexosyl groups [GO:0016758]; carbohydrate metabolic process [GO:0005975]",IPR005076;IPR029044;
E7EV10,E7EV10_HUMAN,unreviewed,Metastasis-associated protein MTA3,Homo sapiens (Human),590,MTA3,,"nucleus [GO:0005634]; chromatin binding [GO:0003682]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; regulation of transcription, DNA-templated [GO:0006355]",IPR001025;IPR000949;IPR009057;IPR040138;IPR035170;IPR001005;IPR017884;IPR000679;
A0A5C2FYI0,A0A5C2FYI0_HUMAN,unreviewed,IGL c1290_light_IGKV1-5_IGKJ1 (Fragment),Homo sapiens (Human),107,,,,
C8Y5S3,C8Y5S3_HUMAN,unreviewed,Cytochrome c oxidase subunit 3,Homo sapiens (Human),261,COX3,,integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646],IPR024791;IPR033945;IPR000298;IPR035973;IPR013833;
A0A126GVH6,A0A126GVH6_HUMAN,unreviewed,"OR4B1 (Olfactory receptor, family 4, subfamily B, member 1)",Homo sapiens (Human),309,OR4B1 hCG_2040367,,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],IPR000276;IPR017452;IPR000725;
A0A061DEB5,A0A061DEB5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),363,HLA-A,,integral component of membrane [GO:0016021]; MHC class I protein complex [GO:0042612]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; immune response [GO:0006955],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;
Q5ZGK5,Q5ZGK5_HUMAN,unreviewed,BV16S1J2.2 protein (Fragment),Homo sapiens (Human),89,BV16S1J2.2,,,IPR007110;IPR036179;IPR013783;IPR013106;
A0A0U2WZU8,A0A0U2WZU8_HUMAN,unreviewed,Kinase insert domain receptor (EC 2.7.10.1) (Fragment),Homo sapiens (Human),34,KDR,2.7.10.1,integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; growth factor binding [GO:0019838]; vascular endothelial growth factor-activated receptor activity [GO:0005021]; vascular endothelial growth factor receptor signaling pathway [GO:0048010],IPR011009;IPR000719;IPR017441;IPR001245;IPR009136;
F8WDH5,F8WDH5_HUMAN,unreviewed,Tetratricopeptide repeat protein 14,Homo sapiens (Human),192,TTC14,,,IPR012340;IPR039190;
A0A068BMI9,A0A068BMI9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),Homo sapiens (Human),513,COX1,1.9.3.1,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; aerobic respiration [GO:0009060]; oxidative phosphorylation [GO:0006119],IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;
H3BM50,H3BM50_HUMAN,unreviewed,Target of rapamycin complex subunit LST8,Homo sapiens (Human),116,MLST8,,TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]; TOR signaling [GO:0031929],IPR037588;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q6PHY4,Q6PHY4_HUMAN,unreviewed,MTL5 protein (Fragment),Homo sapiens (Human),213,MTL5,,,IPR028307;
F8VQR0,F8VQR0_HUMAN,unreviewed,Rho GTPase-activating protein 9 (Fragment),Homo sapiens (Human),152,ARHGAP9,,,IPR011993;IPR001849;IPR001202;IPR036020;
Q6PN87,Q6PN87_HUMAN,unreviewed,Hematopoietic stem/progenitor cell induced protein 3 (Fragment),Homo sapiens (Human),34,,,,
B4DMV4,B4DMV4_HUMAN,unreviewed,"cDNA FLJ58267, highly similar to Forkhead box protein P1",Homo sapiens (Human),541,,,nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],IPR001766;IPR032354;IPR030456;IPR036388;IPR036390;
A0A5C2GX52,A0A5C2GX52_HUMAN,unreviewed,IG c278_light_IGKV3-20_IGKJ1 (Fragment),Homo sapiens (Human),108,,,,
D6W5X5,D6W5X5_HUMAN,unreviewed,"Solute carrier family 12 (Potassium/chloride transporters), member 9, isoform CRA_c",Homo sapiens (Human),446,SLC12A9 hCG_20458,,membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; ion transport [GO:0006811],IPR004841;IPR018491;IPR030345;
A0A5C2G039,A0A5C2G039_HUMAN,unreviewed,IGL c2324_light_IGLV2-14_IGLJ3 (Fragment),Homo sapiens (Human),110,,,,
A0A0D9SF94,A0A0D9SF94_HUMAN,unreviewed,Histone-lysine N-methyltransferase (EC 2.1.1.43),Homo sapiens (Human),347,KMT5C SUV420H2 hCG_38236,2.1.1.43,nucleoplasm [GO:0005654]; histone methyltransferase activity (H4-K20 specific) [GO:0042799]; histone H4-K20 trimethylation [GO:0034773],IPR025790;IPR039977;IPR001214;
C9D5R1,C9D5R1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2),Homo sapiens (Human),459,ND4,7.1.1.2,"integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",IPR000260;IPR010227;IPR003918;IPR001750;
A0A5C2GS83,A0A5C2GS83_HUMAN,unreviewed,IG c394_light_IGLV2-23_IGLJ3 (Fragment),Homo sapiens (Human),109,,,,
Q9BCT2,Q9BCT2_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),87,HLA-DPB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
Q9UED0,Q9UED0_HUMAN,unreviewed,Amyloid-like protein 2 (Fragment),Homo sapiens (Human),35,APLP2,,,
A0A5A4M0H2,A0A5A4M0H2_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),220,HLA-DQB1,,,
A0A5C2G0F4,A0A5C2G0F4_HUMAN,unreviewed,IGL c2659_light_IGKV1D-16_IGKJ5 (Fragment),Homo sapiens (Human),107,,,,
A1XAM5,A1XAM5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),348,HLA-B,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
B4E3T3,B4E3T3_HUMAN,unreviewed,"HCG1806964, isoform CRA_a (cDNA FLJ55426) (cDNA, FLJ79414)",Homo sapiens (Human),130,hCG_1806964,,,
C9E1F9,C9E1F9_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
F8VRH6,F8VRH6_HUMAN,unreviewed,TGF-beta receptor type-1 (Fragment),Homo sapiens (Human),114,TGFBR1,,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; transmembrane receptor protein serine/threonine kinase activity [GO:0004675],IPR000472;IPR000333;
Q6AI51,Q6AI51_HUMAN,unreviewed,Uncharacterized protein DKFZp686J19100 (Fragment),Homo sapiens (Human),122,DKFZp686J19100,,,IPR013041;IPR014010;
K7EKW3,K7EKW3_HUMAN,unreviewed,Transmembrane and ubiquitin-like domain-containing protein 2 (Fragment),Homo sapiens (Human),194,TMUB2,,integral component of membrane [GO:0016021]; ubiquitin-dependent ERAD pathway [GO:0030433],IPR040352;IPR000626;IPR029071;
A0A024RCG1,A0A024RCG1_HUMAN,unreviewed,"Chromosome X open reading frame 34, isoform CRA_c",Homo sapiens (Human),373,CXorf34 hCG_1783031,,RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396],IPR029063;IPR010280;
G3XAN3,G3XAN3_HUMAN,unreviewed,"Chromosome 8 open reading frame 45, isoform CRA_b (Minichromosome maintenance domain-containing protein 2)",Homo sapiens (Human),368,MCMDC2 C8orf45 hCG_2039391,,,IPR031327;
Q8N8B4,Q8N8B4_HUMAN,unreviewed,"cDNA FLJ39725 fis, clone SMINT2015294, highly similar to Mus musculus ATP-dependent zinc metalloprotease (Afg3l1) mRNA (cDNA FLJ44963 fis, clone BRAWH2014053, highly similar to Homo sapiens AFG3 ATPase family gene 3-like 1 (yeast) (AFG3L1), transcript variant 1, mRNA)",Homo sapiens (Human),199,,,integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; metallopeptidase activity [GO:0008237],IPR003959;IPR027417;
A0A5C2G1Z1,A0A5C2G1Z1_HUMAN,unreviewed,IGL c1965_light_IGKV1-12_IGKJ5 (Fragment),Homo sapiens (Human),112,,,,
A0A5C2GT59,A0A5C2GT59_HUMAN,unreviewed,IG c644_light_IGKV3-20_IGKJ1 (Fragment),Homo sapiens (Human),108,,,,
A0A3B3IT82,A0A3B3IT82_HUMAN,unreviewed,Bloom syndrome protein,Homo sapiens (Human),1386,BLM,,nucleus [GO:0005634]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260],IPR012532;IPR032439;IPR032437;IPR011545;IPR002464;IPR004589;IPR014001;IPR001650;IPR010997;IPR002121;IPR027417;IPR032284;IPR018982;IPR036388;IPR036390;
Q49A65,Q49A65_HUMAN,unreviewed,UBR5 protein,Homo sapiens (Human),79,UBR5,,ubiquitin-protein transferase activity [GO:0004842],IPR000569;IPR035983;
Q67AT4,Q67AT4_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),25,HLA-DPA1,,,
A0A0U5PZI2,A0A0U5PZI2_HUMAN,unreviewed,MHC class II antigen,Homo sapiens (Human),261,HLA-DQB1,,integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]; adaptive immune response [GO:0002250]; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II [GO:0002504],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011162;IPR014745;IPR000353;
Q4GFR7,Q4GFR7_HUMAN,unreviewed,ATP synthase subunit a,Homo sapiens (Human),226,ATPase 6 ATP6,,"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton transmembrane transporter activity [GO:0015078]; ATP synthesis coupled proton transport [GO:0015986]",IPR000568;IPR023011;IPR035908;
B7Z1P4,B7Z1P4_HUMAN,unreviewed,"cDNA FLJ61628, highly similar to Homo sapiens Cdc42 GTPase-activating protein (CDGAP), mRNA",Homo sapiens (Human),1099,,,signal transduction [GO:0007165],IPR008936;IPR000198;
M0R071,M0R071_HUMAN,unreviewed,Zinc finger protein 100 (Fragment),Homo sapiens (Human),156,ZNF100,,"nucleic acid binding [GO:0003676]; regulation of transcription, DNA-templated [GO:0006355]",IPR001909;IPR036051;
A0A2L1DGJ3,A0A2L1DGJ3_HUMAN,unreviewed,MHC class I antigen,Homo sapiens (Human),366,HLA-C,,integral component of membrane [GO:0016021]; MHC class I protein complex [GO:0042612]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; immune response [GO:0006955],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;
A0A1B0GU92,A0A1B0GU92_HUMAN,unreviewed,Peptidase A1 domain-containing protein,Homo sapiens (Human),557,,,integral component of membrane [GO:0016021]; aspartic-type endopeptidase activity [GO:0004190],IPR001461;IPR001969;IPR012848;IPR007593;IPR033121;IPR021109;
A0A024R6B1,A0A024R6B1_HUMAN,unreviewed,"HCG20925, isoform CRA_a",Homo sapiens (Human),222,hCG_20925,,bone development [GO:0060348],IPR013026;IPR011990;IPR013105;IPR019734;
A0A0E3DC02,A0A0E3DC02_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A5C2GBU7,A0A5C2GBU7_HUMAN,unreviewed,IGH + IGL c622_light_IGKV1D-33_IGKJ4 (Fragment),Homo sapiens (Human),109,,,,
A0A5C2FV82,A0A5C2FV82_HUMAN,unreviewed,IGL c799_light_IGLV2-14_IGLJ1 (Fragment),Homo sapiens (Human),110,,,,
Q6P090,Q6P090_HUMAN,unreviewed,CLK4 protein (Dual-specificity protein kinase CLK4),Homo sapiens (Human),54,CLK4,,,
A0A2R8Y7M8,A0A2R8Y7M8_HUMAN,unreviewed,Centrosomal protein of 78 kDa,Homo sapiens (Human),86,CEP78,,,
H0YLJ1,H0YLJ1_HUMAN,unreviewed,Probable phospholipid-transporting ATPase IM,Homo sapiens (Human),122,ATP8B4,,integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]; phospholipid transport [GO:0015914],IPR030348;IPR023298;IPR006539;IPR032631;
A0A5C2G1C5,A0A5C2G1C5_HUMAN,unreviewed,IGL c3071_light_IGLV3-1_IGLJ3 (Fragment),Homo sapiens (Human),106,,,,
J3QKM6,J3QKM6_HUMAN,unreviewed,LLGL scribble cell polarity complex component 2 (Fragment),Homo sapiens (Human),105,LLGL2,,,
E5RGC9,E5RGC9_HUMAN,unreviewed,Caspase recruitment domain-containing protein 8,Homo sapiens (Human),82,CARD8,,,
A0A024R794,A0A024R794_HUMAN,unreviewed,"Transportin 3, isoform CRA_b",Homo sapiens (Human),923,TNPO3 hCG_41664,,intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634],IPR011989;IPR016024;IPR013598;
E9PCY8,E9PCY8_HUMAN,unreviewed,Uncharacterized protein FAM120AOS,Homo sapiens (Human),74,FAM120AOS,,,
B7Z655,B7Z655_HUMAN,unreviewed,"cDNA FLJ51726, highly similar to Serine/threonine-protein kinase DCAMKL1",Homo sapiens (Human),138,,,kinase activity [GO:0016301],IPR011009;
Q7YEG6,Q7YEG6_HUMAN,unreviewed,ATP synthase subunit a,Homo sapiens (Human),226,ATP6,,"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton transmembrane transporter activity [GO:0015078]; ATP synthesis coupled proton transport [GO:0015986]",IPR000568;IPR023011;IPR035908;
A0A5C2GUW8,A0A5C2GUW8_HUMAN,unreviewed,IG c563_light_IGLV2-23_IGLJ3 (Fragment),Homo sapiens (Human),111,,,,
A0A1S5QRL7,A0A1S5QRL7_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),87,HLA-DPB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A5C2G7V2,A0A5C2G7V2_HUMAN,unreviewed,IGH c34_heavy__IGHV1-69_IGHD3-10_IGHJ6 (Fragment),Homo sapiens (Human),129,,,,
A0A024RAI6,A0A024RAI6_HUMAN,unreviewed,"Bridging integrator 1, isoform CRA_g",Homo sapiens (Human),409,BIN1 hCG_40441,,cytosol [GO:0005829]; regulation of endocytosis [GO:0030100],IPR027267;IPR003005;IPR035471;IPR003023;IPR004148;IPR036028;IPR001452;
